text,label
"Subject: AEC Volumes at OPAL

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/12/2001 
11:57 AM ---------------------------
From: Mark Whitt@ENRON on 02/08/2001 03:44 PM MST
Sent by: Mark Whitt@ENRON
To: Phillip K Allen/HOU/ECT@ECT
cc: Barry Tycholiz/NA/Enron@ENRON, Paul T Lucci/NA/Enron@Enron 
Subject: AEC Volumes at OPAL

Phillip these are the volumes that AEC is considering selling at Opal over 
the next five years.  The structure they are looking for is a firm physical 
sale at a NYMEX related price.  There is a very good chance that they will do 
this all with one party.  We are definitely being considered as that party.  
Given what we have seen in the marketplace they may be one of the few 
producers willing to sell long dated physical gas for size into Kern River.

What would be your bid for this gas?


----- Forwarded by Mark Whitt/NA/Enron on 02/08/2001 03:13 PM -----

	Tyrell Harrison@ECT
	Sent by: Tyrell Harrison@ECT
	02/08/2001 03:12 PM
		 
		 To: Mark Whitt/NA/Enron@Enron
		 cc: 
		 Subject: AEC Volumes at OPAL


",GENERAL
"Subject: Re: AEC Volumes at OPAL

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/12/2001 
12:15 PM ---------------------------
To: Phillip K Allen/HOU/ECT@ECT
cc:  
Subject: Re: AEC Volumes at OPAL  


",GENERAL
"Subject: Re: AEC Volumes at OPAL

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/12/2001 
12:18 PM ---------------------------
To: Phillip K Allen/HOU/ECT@ECT
cc:  
Subject: Re: AEC Volumes at OPAL  


",GENERAL
"Subject: CERA Analysis - California

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/14/2001 
08:23 AM ---------------------------


Robert Neustaedter@ENRON_DEVELOPMENT
02/13/2001 02:51 PM
To: Alan Comnes/PDX/ECT@ECT, Chris H Foster/HOU/ECT@ECT, Christian 
Yoder/HOU/ECT@ECT, Christopher F Calger/PDX/ECT@ECT, Cynthia 
Sandherr/Corp/Enron@ENRON, Dan Leff/HOU/EES@EES, David W 
Delainey/HOU/ECT@ECT, Dennis Benevides/HOU/EES@EES, Don Black/HOU/EES@EES, 
Elizabeth Sager/HOU/ECT@ECT, Elizabeth Tilney/HOU/EES@EES, Eric 
Thode/Corp/Enron@ENRON, Gordon Savage/HOU/EES@EES, Greg Wolfe/HOU/ECT@ECT, 
Harry Kingerski/NA/Enron@Enron, Jubran Whalan/HOU/EES@EES, Jeff 
Dasovich/NA/Enron@Enron, Jeffrey T Hodge/HOU/ECT@ECT, JKLAUBER@LLGM.COM, Joe 
Hartsoe/Corp/Enron@ENRON, John J Lavorato/Corp/Enron@Enron, John 
Neslage/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Kathryn 
Corbally/Corp/Enron@ENRON, Keith Holst/HOU/ECT@ect, Kristin 
Walsh/HOU/ECT@ECT, Leslie Lawner/NA/Enron@Enron, Linda 
Robertson/NA/Enron@ENRON, Marcia A Linton/NA/Enron@Enron, Mary 
Schoen/NA/Enron@Enron, mday@gmssr.com, Margaret Carson/Corp/Enron@ENRON, Mark 
Palmer/Corp/Enron@ENRON, Marty Sunde/HOU/EES@EES, Mary Hain/HOU/ECT@ECT, 
Michael Tribolet/Corp/Enron@Enron, Mike D Smith/HOU/EES@EES, mday@gmssr.com, 
Mike Grigsby/HOU/ECT@ECT, Neil Bresnan/HOU/EES@EES, Paul Kaufman/PDX/ECT@ECT, 
Phillip K Allen/HOU/ECT@ECT, Robert Badeer/HOU/ECT@ECT, Rebecca W 
Cantrell/HOU/ECT@ECT, Richard B Sanders/HOU/ECT@ECT, Richard 
Shapiro/NA/Enron@Enron, Rob Bradley/Corp/Enron@ENRON, Robert C 
Williams/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Robert Frank/NA/Enron@Enron, 
Robert Johnston/HOU/ECT@ECT, Sandra McCubbin/NA/Enron@Enron, Scott 
Stoness/HOU/EES@EES, Shelley Corman/Enron@EnronXGate, Steve C 
Hall/PDX/ECT@ECT, Steve Walton/HOU/ECT@ECT, Steven J Kean/NA/Enron@Enron, 
Susan J Mara/NA/Enron@ENRON, Tim Belden/HOU/ECT@ECT, Tom 
Briggs/NA/Enron@Enron, Travis McCullough/HOU/ECT@ECT, Vance 
Meyer/NA/Enron@ENRON, Vicki Sharp/HOU/EES@EES, William S 
Bradford/HOU/ECT@ECT, James D Steffes/NA/Enron@Enron
cc:  
Subject: CERA Analysis - California

As discussed in the California conference call this morning, I have prepared 
a bullet-point summary of the CERA Special Report titled Beyond the 
California Power Crisis: Impact, Solutions, and Lessons.If you have any 
questions, my phone number is 713 853-3170.

Robert


",GENERAL
"Subject: 

Lucy,

Here is the 2/2 rentroll.  The total does not equal the bank deposit.  Your 
earlier response answered the questions for #3,11,15,20a, and 35.

But the deposit was $495 more than the rentroll adds up to.  If the answer to 
this question lies in apartment 1,13, and 14, can you update this file and 
send it back.

Now I am going to work on a rentroll for this Friday.  I will probably send 
you some questions about the 2/9 rentroll.  Let's get this stuff clean today.

Phillip",DEADLINE
"Subject: 

Lee,

My fax number is 713-646-2391.  Please fax me a loan application that I can 
pass on to the buyer.

Phillip Allen
pallen@enron.com
713-853-7041",GENERAL
"Subject: 

Lucy,

Thanks for clearing up the 2/2 file.  Moving on to 2/9, here are some 
questions:




#1 It looks like he just missed 1/26&2/9 of $110.  I can't tell if he still 
owes $47 on his deposit.

#13 I show she missed rent on 1/26 and still owes $140.

#15 Try and follow up with Tomas about the $95.  Hopefully, he won't have a 
bad reaction.

#20b Missed rent?

#26  Has she paid any deposit or rent?

#27 Missed rent?






",GENERAL
"Subject: 

Mac,

I checked into executing my options with Smith Barney.  Bad news.  Enron has 
an agreement with Paine Webber that is exclusive.  Employees don't have the 
choice of where to exercise.  I still would like to get to the premier 
service account, but I will have to transfer the money.  

Hopefully this will reach you.

Phillip",GENERAL
"Subject: 

Forward Reg Dickson's resume to Ted Bland for consideration for the trading 
track program.  He is overqualified and I'm sure too expensive to fill the 
scheduling position I have available.  I will work with Cournie Parker to 
evaluate the other resumes.

Phillip",CAREER
"Subject: RE:

Jeff,

Here is the application from SPB.  I guess they want to use the same form as 
a new loan application.  I have a call in to Lee O'Donnell to try to find out 
if there is a shorter form.  What do I need to be providing to the buyer 
according to the contract.  I was planning on bringing a copy of the survey 
and a rentroll including deposits on Monday.  Please let me know this morning 
what else I should be putting together.


Phillip


---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/16/2001 
08:47 AM ---------------------------


""O'Donnell, Lee (SPB)"" <LODonnell@spbank.com> on 02/15/2001 05:36:08 PM
To: ""'Phillip.K.Allen@enron.com'"" <Phillip.K.Allen@enron.com>
cc:  
Subject: RE:


I was told that you were faxed the loan application.  I will send attachment
for a backup.  Also, you will need to provide a current rent roll and 1999 &
2000 operating history (income & expense).

Call me if you need some help.

Thanks

Lee O'Donnell

-----Original Message-----
From: Phillip.K.Allen@enron.com [mailto:Phillip.K.Allen@enron.com]
Sent: Thursday, February 15, 2001 11:34 AM
To: lodonnell@spbank.com
Subject:


Lee,

My fax number is 713-646-2391.  Please fax me a loan application that I can
pass on to the buyer.

Phillip Allen
pallen@enron.com
713-853-7041


 - Copy of Loan App.tif
 - Copy of Multifamily forms
",DEADLINE
"Subject: 

Andrew,

Here is an asset statement.  I will mail my 98 & 99 Tax returns plus a 2000 
W2.  Is this sufficient?



Phillip Allen
713-853-7041 wk
713-463-8626 home",GENERAL
"Subject: RE:

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/18/2001 
07:42 PM ---------------------------


""Jeff Smith"" <jsmith@austintx.com> on 02/16/2001 07:24:59 AM
To: <Phillip.K.Allen@enron.com>
cc:  
Subject: RE:


Here is what you need to bring.

Updated rent roll

Inventory of all personal property including window units.

Copies of all leases ( we can make these available at the office)

A copy of the note and deed of trust

Any service, maintenance and management agreements

Any environmental studies?

> -----Original Message-----
> From: Phillip.K.Allen@enron.com [mailto:Phillip.K.Allen@enron.com]
> Sent: Friday, February 16, 2001 8:53 AM
> To: jsmith@austintx.com
> Subject: RE:
>
>
> Jeff,
>
> Here is the application from SPB.  I guess they want to use the same form
> as a new loan application.  I have a call in to Lee O'Donnell to try to
> find out if there is a shorter form.  What do I need to be
> providing to the
> buyer according to the contract.  I was planning on bringing a copy of the
> survey and a rentroll including deposits on Monday.  Please let me know
> this morning what else I should be putting together.
>
>
> Phillip
>
>
> ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/16/2001
> 08:47 AM ---------------------------
>
>
> ""O'Donnell, Lee (SPB)"" <LODonnell@spbank.com> on 02/15/2001 05:36:08 PM
>
> To:   ""'Phillip.K.Allen@enron.com'"" <Phillip.K.Allen@enron.com>
> cc:
> Subject:  RE:
>
>
> I was told that you were faxed the loan application.  I will send
> attachment
> for a backup.  Also, you will need to provide a current rent roll and 1999
> &
> 2000 operating history (income & expense).
>
> Call me if you need some help.
>
> Thanks
>
> Lee O'Donnell
>
> -----Original Message-----
> From: Phillip.K.Allen@enron.com [mailto:Phillip.K.Allen@enron.com]
> Sent: Thursday, February 15, 2001 11:34 AM
> To: lodonnell@spbank.com
> Subject:
>
>
> Lee,
>
> My fax number is 713-646-2391.  Please fax me a loan application
> that I can
> pass on to the buyer.
>
> Phillip Allen
> pallen@enron.com
> 713-853-7041
>
>
> (See attached file: Copy of Loan App.tif)
> (See attached file: Copy of Multifamily forms)
>
>

",DEADLINE
"Subject: DRAW2.xls

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/18/2001 
07:44 PM ---------------------------


""George Richards"" <cbpres@austin.rr.com> on 02/15/2001 05:23:35 AM
Please respond to <cbpres@austin.rr.com>
To: ""Phillip Allen"" <pallen@enron.com>
cc: ""Larry Lewter"" <LLEWTER@austin.rr.com> 
Subject: DRAW2.xls


Enclosed is a copy of one of the draws submitted to Bank One for a prior
job.

George W. Richards
Creekside Builders, LLC


 - DRAW2.xls
",GENERAL
"Subject: 

Jeanie,

Lavorato called me into his office to question me about my inquiries into 
part time.  Nice confidentiality.  Since I have already gotten the grief, it 
would be nice to get some useful information.  What did you find out about 
part time, leave of absences, and sabbaticals?  My interest is for 2002.

Phillip",GENERAL
"Subject: 

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/20/2001 
11:59 AM ---------------------------
   
	
	
	From:  Phillip K Allen                           02/15/2001 01:13 PM
	

To: stagecoachmama@hotmail.com
cc:  
Subject: 

Lucy,

Thanks for clearing up the 2/2 file.  Moving on to 2/9, here are some 
questions:




#1 It looks like he just missed 1/26&2/9 of $110.  I can't tell if he still 
owes $47 on his deposit.

#13 I show she missed rent on 1/26 and still owes $140.

#15 Try and follow up with Tomas about the $95.  Hopefully, he won't have a 
bad reaction.

#20b Missed rent?

#26  Has she paid any deposit or rent?

#27 Missed rent?








",GENERAL
"Subject: 

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/20/2001 
12:11 PM ---------------------------
   
	
	
	From:  Phillip K Allen                           02/15/2001 01:13 PM
	

To: stagecoachmama@hotmail.com
cc:  
Subject: 

Lucy,

Thanks for clearing up the 2/2 file.  Moving on to 2/9, here are some 
questions:




#1 It looks like he just missed 1/26&2/9 of $110.  I can't tell if he still 
owes $47 on his deposit.

#13 I show she missed rent on 1/26 and still owes $140.

#15 Try and follow up with Tomas about the $95.  Hopefully, he won't have a 
bad reaction.

#20b Missed rent?

#26  Has she paid any deposit or rent?

#27 Missed rent?








",GENERAL
"Subject: 

John,

Does next Thursday at 3pm fit your schedule to go over the rockies 
forecasts?  I will set up a room with Kim.

Here are some suggestions for projects for Colleen:

1.  Review and document systems and processes  -   The handoffs from ERMS, 
TAGG, Unify, Sitara and other systems are not clearly understood by all the 
       parties trying to make improvements.  I think I understand ERMS and 
TAGG but the issues facing 
       scheduling in Unify are grey.

2.  Review and audit complex deals- Under the ""assume it is messed up"" 
policy, existing deals could use a review and the booking of new deals need 
further      scrutiny.

3.  Review risk books-  Is Enron accurately accounting for physical 
imbalances, transport fuel, park and loan transactions?

4.  Lead trading track program-  Recruit, oversee rotations, design training 
courses, review progress and make cuts.

5.  Fundamentals- Liason between trading and analysts.  Are we looking at 
everything we should?  Putting a person with a trading mentality should add 
   some value and direction to the group.


In fact there is so much work she could do that you probably need a second MD 
to work part time to get it done.

Phillip
",EVENT
"Subject: SM134 Proforma2.xls

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/21/2001 
03:30 PM ---------------------------


""George Richards"" <cbpres@austin.rr.com> on 02/21/2001 06:32:15 AM
Please respond to <cbpres@austin.rr.com>
To: ""Phillip Allen"" <pallen@enron.com>
cc: ""Larry Lewter"" <LLEWTER@austin.rr.com> 
Subject: SM134 Proforma2.xls


There have been some updates to the cost.  The principal change is in the
addition of masonry on the front of the buildings, which I estimate will
costs at least $84,000 additional.  Also, the trim material and labor costs
have been increased.  I still believe that the total cost is more than
sufficient, but there will be additional updates.

The manager's unit is columns J-L, but the total is not included in the B&N
total of rentable units.  Rather, the total cost for the manager's unit and
office is included as a lump sum under amenities.  I may add this back in as
a rentable unit and delete is as an amenity.

The financing cost has been changed in that the cost of the permanent
mortgage has been deleted because we will not need to obtain this for the
construction loan approval, therefore, its cost will be absorbed when this
loan is obtained.

Based on either a loan equal to 75% of value or 80% of cost, the
construction profit should cover any equity required beyond the land.

George W. Richards
Creekside Builders, LLC


 - SM134 Proforma2.xls
",GENERAL
"Subject: 

Beth,

Here are our addresses for DSL lines:


Hunter Shively
10545 Gawain
Houston, TX 77024
713 461-4130

Phillip Allen
8855 Merlin Ct
Houston, TX 77055
713 463-8626

Mike Grigsby
6201 Meadow Lake
Houston, TX 77057
713 780-1022

Thanks

Phillip",GENERAL
"Subject: Daily California Call Moved to Weekly Call

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/21/2001 
03:36 PM ---------------------------
From: James D Steffes@ENRON on 02/21/2001 12:07 PM CST
To: Alan Comnes/PDX/ECT@ECT, Chris H Foster/HOU/ECT@ECT, Christian 
Yoder/HOU/ECT@ECT, Christopher F Calger/PDX/ECT@ECT, Dan Leff/HOU/EES@EES, 
David W Delainey/HOU/ECT@ECT, Dennis Benevides/HOU/EES@EES, Don 
Black/HOU/EES@EES, Elizabeth Sager/HOU/ECT@ECT, Elizabeth Tilney/HOU/EES@EES, 
Eric Thode/Corp/Enron@ENRON, Gordon Savage/HOU/EES@EES, Greg 
Wolfe/HOU/ECT@ECT, Harry Kingerski/NA/Enron@Enron, Jubran Whalan/HOU/EES@EES, 
Jeff Dasovich/NA/Enron@Enron, Jeffrey T Hodge/HOU/ECT@ECT, Joe 
Hartsoe/Corp/Enron@ENRON, John J Lavorato/Corp/Enron@Enron, John 
Neslage/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Kathryn 
Corbally/Corp/Enron@ENRON, Keith Holst/HOU/ECT@ect, Kristin 
Walsh/HOU/ECT@ECT, Leslie Lawner/NA/Enron@Enron, Linda 
Robertson/NA/Enron@ENRON, Louise Kitchen/HOU/ECT@ECT, Marcia A 
Linton/NA/Enron@Enron, Mary Schoen/NA/Enron@Enron, mday@gmssr.com, Mark 
Palmer/Corp/Enron@ENRON, Marty Sunde/HOU/EES@EES, Mary Hain/HOU/ECT@ECT, 
Michael Tribolet/Corp/Enron@Enron, Mike D Smith/HOU/EES@EES, Mike 
Grigsby/HOU/ECT@ECT, Neil Bresnan/HOU/EES@EES, Paul Kaufman/PDX/ECT@ECT, 
Phillip K Allen/HOU/ECT@ECT, Robert Badeer/HOU/ECT@ECT, Rebecca W 
Cantrell/HOU/ECT@ECT, Richard B Sanders/HOU/ECT@ECT, Richard 
Shapiro/NA/Enron@Enron, Rob Bradley/Corp/Enron@ENRON, Robert C 
Williams/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Robert Frank/NA/Enron@Enron, 
Robert Frank/NA/Enron@Enron, Robert Johnston/HOU/ECT@ECT, Robert 
Neustaedter/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Sandra 
McCubbin/NA/Enron@Enron, Scott Stoness/HOU/EES@EES, Shelley 
Corman/Enron@EnronXGate, Steve C Hall/PDX/ECT@ECT, Steve Walton/HOU/ECT@ECT, 
Steven J Kean/NA/Enron@Enron, Susan J Mara/NA/Enron, Tim Belden/HOU/ECT@ECT, 
Tom Briggs/NA/Enron@Enron, Travis McCullough/HOU/ECT@ECT, Vance 
Meyer/NA/Enron@ENRON, Vicki Sharp/HOU/EES@EES, Wendy Conwell/NA/Enron@ENRON, 
William S Bradford/HOU/ECT@ECT, Tara Piazze/NA/Enron@ENRON
cc:  
Subject: Daily California Call Moved to Weekly Call 

As a reminder, the daily call on California has ended.  

We will now have a single weekly call on Monday at 10:30 am Houston time.  

Updates will be provided through e-mail as required.

Jim Steffes
",EVENT
"Subject: leander and the Stage

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/21/2001 
03:57 PM ---------------------------


""Jeff Smith"" <jsmith@austintx.com> on 02/21/2001 01:24:15 PM
To: <Phillip.K.Allen@enron.com>
cc:  
Subject: leander and the Stage


Phillip,

I spoke with AMF's broker today, and they will be satisfied with the deal if
we can get the school to agree to limit the current land use restrictions to
the terms that are in the existing agreement.  They do not want the school
to come back at a later date for something different.  Doug Bell will meet
with a school official on Monday to see what their thoughts are about the
subject.  It would be hard for them to change the current agreement, but AMF
wants something in writing to that effect.  I spoke to AMF's attorney today,
and explained the situation.  They are OK with deal if AMF is satisfied.

AMF's broker said that they will be ready to submit their site plan after
the March 29 hearing.  We may close this deal in April.

The Stage is still on go.  An assumption package has been sent to the buyer,
and I have overnighted a copy of the contract and a description of the
details to Wayne McCoy.

I will be gone Thurs. and Fri. of this week.  I will be checking my
messages.

Jeff Smith
The Smith Company
2714 Bee Cave Road, Suite 100-D
Austin, Texas? 78746
512-732-0009
512-732-0010 fax
512-751-9728 mobile

",GENERAL
"Subject: Weekly Status Meeting

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/21/2001 
03:57 PM ---------------------------


""George Richards"" <cbpres@austin.rr.com> on 02/21/2001 01:10:33 PM
Please respond to <cbpres@austin.rr.com>
To: ""Keith Holst"" <kholst@enron.com>, ""Phillip Allen"" <pallen@enron.com>
cc: ""Larry Lewter"" <LLEWTER@austin.rr.com> 
Subject: Weekly Status Meeting


Phillip and Keith, this cold of mine is getting the better of me.  Would it
be possible to reschedule our meeting for tomorrow?  If so, please reply to
this e-mail with a time.  I am open all day, but just need to get some rest
this afternoon.

George W. Richards
Creekside Builders, LLC


",EVENT
"Subject: SM134 Proforma2.xls

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/21/2001 
04:25 PM ---------------------------


""George Richards"" <cbpres@austin.rr.com> on 02/21/2001 06:32:15 AM
Please respond to <cbpres@austin.rr.com>
To: ""Phillip Allen"" <pallen@enron.com>
cc: ""Larry Lewter"" <LLEWTER@austin.rr.com> 
Subject: SM134 Proforma2.xls


There have been some updates to the cost.  The principal change is in the
addition of masonry on the front of the buildings, which I estimate will
costs at least $84,000 additional.  Also, the trim material and labor costs
have been increased.  I still believe that the total cost is more than
sufficient, but there will be additional updates.

The manager's unit is columns J-L, but the total is not included in the B&N
total of rentable units.  Rather, the total cost for the manager's unit and
office is included as a lump sum under amenities.  I may add this back in as
a rentable unit and delete is as an amenity.

The financing cost has been changed in that the cost of the permanent
mortgage has been deleted because we will not need to obtain this for the
construction loan approval, therefore, its cost will be absorbed when this
loan is obtained.

Based on either a loan equal to 75% of value or 80% of cost, the
construction profit should cover any equity required beyond the land.

George W. Richards
Creekside Builders, LLC


 - SM134 Proforma2.xls
",GENERAL
"Subject: Recession Scenario Impact on Power and Gas

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/22/2001 
08:49 AM ---------------------------
   
	Enron North America Corp.
	
	From:  Frank Hayden @ ENRON                           02/21/2001 05:46 PM
	

To: Tim Belden/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Phillip K 
Allen/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, John 
Arnold/HOU/ECT@ECT, John J Lavorato/Corp/Enron, Louise Kitchen/HOU/ECT@ECT, 
Thomas A Martin/HOU/ECT@ECT, Vladimir Gorny/HOU/ECT@ECT
cc:  
Subject: Recession Scenario Impact on Power and Gas


Attached is a CERA presentation regarding recession impact.  Feel free to 
call in any listen to pre-recorded discussion on slides.  (approx. 20mins)  
CERA is forecasting some recession impact on Ca., but not enough to alleviate 
problem.

Frank

Call in number 1-888-203-1112
Passcode: 647083#





",GENERAL
"Subject: New Generation Report for January 2001

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/23/2001 
11:17 AM ---------------------------
   
	
	
	From:  Jeffrey Oh                           02/02/2001 08:51 AM
	

To: Phillip K Allen/HOU/ECT@ECT, Julie A Gomez/HOU/ECT@ECT, Tim 
Belden/HOU/ECT@ECT, Robert Badeer/HOU/ECT@ECT, Matt Motley/PDX/ECT@ECT, Mike 
Swerzbin/HOU/ECT@ECT, Jim Gilbert/PDX/ECT@ECT, David Parquet/SF/ECT@ECT, 
ccalger@enron.com, Jim Buerkle/PDX/ECT@ECT, Elliot Mainzer/PDX/ECT@ECT, 
Jeffrey Oh/PDX/ECT@ECT, Todd Perry/PDX/ECT@ECT, Laird Dyer/SF/ECT@ECT, 
Michael McDonald/SF/ECT@ECT, Ed Clark/PDX/ECT@ECT, Dave Fuller/PDX/ECT@ECT, 
Alan Comnes/PDX/ECT@ECT, Michael Etringer/HOU/ECT@ECT, John 
Malowney/HOU/ECT@ECT, Stewart Rosman/HOU/ECT@ECT, Jeff Shields/PDX/ECT@ECT
cc:  
Subject: New Generation Report for January 2001


",GENERAL
"Subject: Sagewood II

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/23/2001 
02:27 PM ---------------------------


Andrew_M_Ozuna@bankone.com on 02/21/2001 07:28:47 AM
To: Phillip.K.Allen@enron.com
cc:  
Subject: Sagewood II




Phillip -

George Richards asked that I drop you a line this morning to go over some
details on the San Marcos project.

1.  First, do you know if I am to receive a personal financial statement from
Keith?  I want to make sure my credit write-up includes all the principals in
the transaction.

2.  Second, without the forward or take-out our typical Loan to Cost (LTC) 
will
be in the range of 75% - 80%.  The proposed Loan to Value of 75% is within the
acceptable range for a typical Multi-Family deal.  Given the above pro-forma
performance on the Sagewood Townhomes, I am structuring the deal to my credit
officer as an 80% LTC.  This, of course, is subject to the credit officer
signing off on the deal.

3.  The Bank can not give dollar for dollar equity credit on the Developers
deferred profit.  Typically, on past deals a 10% of total project budget as
deferred profit has been acceptable.

Thanks,

Andrew Ozuna
Real Estate Loan Officer
210-271-8386
##


",GENERAL
"Subject: 

Lucy,

Here are few questions regarding the 2/16 rentroll:

#2  Has she actually paid the $150 deposit.  Her move in date was 2/6.  It is 
not on any rentroll that I can see.

#9  Explain again what deposit and rent is transferring from #41 and when she 
will start paying on #9

#15  Since he has been such a good tenant for so long.  Stop trying to 
collect the $95 in question.

#33  Missed rent.  Are they still there?

#26  I see that she paid a deposit.  But the file says she moved in on 1/30.  
Has she ever paid rent?  I can't find any on the last three deposits.

#44  Have the paid for February?  There is no payment since the beginning of 
the year.

#33  You email said they paid $140 on 1/30 plus $14 in late fees, but I don't 
see that on the 1/26 or 2/2 deposit?

The last three questions add up to over $1200 in missing rent.  I need you to 
figure these out immediately.

I emailed you a new file for 2/23 and have attached the last three rentroll 
in case you need to research these questions.

I will not be in the office next week.  If I can get connected you might be 
able to email me at pallen70@hotmail.com.  Otherwise try and work with Gary 
on pressing issues.  If there is an emergency you can call me at 713-410-4679.

Phillip",DEADLINE
"Subject: San Marcos construction project

Please find attached the pro formas for the project in San Marcos.

Thanks again.

",GENERAL
"Subject: Re: Enron's March Basdeload Fixed price physical deals as of 2/27
		/01 Attachment is free from viruses. Scan Mail

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/05/2001 
07:10 AM ---------------------------


liane_kucher@mcgraw-hill.com on 02/28/2001 02:14:43 PM
To: Anne.Bike@enron.com
cc: Phillip.K.Allen@enron.com 
Subject: Re: Enron's March Basdeload Fixed price physical deals as of 2/27  
/01 Attachment is free from viruses. Scan Mail




Sorry, the deadline will have passed. Only Enron's deals through yesterday 
will
be included in our survey.





Anne.Bike@enron.com on 02/28/2001 04:57:52 PM

To:   Liane Kucher/Wash/Magnews@Magnews
cc:
Subject:  Re: Enron's March Basdeload Fixed price physical deals as of 2/27 
/01
      Attachment is free from viruses. Scan Mail





We will send it out this evening after we Calc our books.  Probably around
7:00 pm

Anne




liane_kucher@mcgraw-hill.com on 02/28/2001 01:43:44 PM

To:   Anne.Bike@enron.com
cc:

Subject:  Re: Enron's March Basdeload Fixed price physical deals as of 2/27
      /01 Attachment is free from viruses. Scan Mail




Anne,
Are you planning to send today's bidweek deals soon? I just need to know
whether
to transfer everything to the data base.
Thanks,
Liane Kucher
202-383-2147










",DEADLINE
"Subject: Alliance netback worksheet

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 04/06/2000 
12:18 PM ---------------------------
   
	
	
	From:  Julie A Gomez                           04/01/2000 07:11 AM
	

To: Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT
cc:  
Subject: Alliance netback worksheet

Hello Men-

I have attached my worksheet in case you want to review the data while I am 
on holiday.

Thanks,

Julie  :-)


",GENERAL
"Subject: 

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/05/2001 
01:59 PM ---------------------------
   
	
	
	From:  Phillip K Allen                           03/05/2001 10:37 AM
	

To: jim123@pdq.net
cc:  
Subject: 


",GENERAL
"Subject: 

George,

I am back in the office and ready to focus on the project.  I still have the 
concerns that I had last week.  Specifically that the costs of our project 
are too high.  I have gathered more information that support my concerns.  
Based on my research, I believe the project should cost around $10.5 
million.  The components are as follows:

 Unit Cost, Site work, &
 builders profit($52/sf)   $7.6 million

 Land      1.15

 Interim Financing     .85

 Common Areas       .80

 Total     $10.4

Since Reagan's last 12 units are selling for around $190,000, I am unable to 
get comfortable building a larger project at over $95,000/unit in costs.  

Also, the comps used in the appraisal from Austin appear to be class A 
properties.  It seems unlikely that student housing in San Marcos can produce 
the same rent or sales price.  There should adjustments for location and the 
seasonal nature of student rental property.  I recognize that Sagewood is 
currently performing at occupancy and $/foot rental rates that are closer to 
the appraisal and your pro formas, however, we do not believe that the market 
will sustain these levels on a permanent basis.  Supply will inevitablely 
increase to drive this market more in balance.

After the real estate expert from Houston reviewed the proforma and cost 
estimates, his comments were that the appraisal is overly optimistic.  He 
feels that the permanent financing would potentially be around $9.8 million.  
We would not even be able to cover the interim financing.

Keith and I have reviewed the project thoroughly and are in agreement that we 
cannot proceed with total cost estimates significantly above $10.5 million.   
We would like to have a conference call tomorrow to discuss alternatives.

Phillip 

  
",GENERAL
